AJ9A7ARR2IB6R	B00EOZ5MO6 B015WZOG2U B000B6FADU B00HV7UID4 B00USQY0CK B018FCZRUW B009AQZM30
A1LEJ7CAD2W615	B004UFONFO B001DJS1KI B0002GZISG B003P2V9OG B00GTSM9XI B00IDGECNE
A1Y3MFG7Z468VC	B0037ME3G0 B005FKF1PY B0007Y3XGW B0007Y2CYG B006MPUTBC B000CCXLTS B000P5OTA2 B0002ZPLP2 B001BLZ1CE
AZGLYTQPAOBQO	B00ALSZUZG B0112GNCBY B00GGMW8HY B013WTBV62 B01CKSMS18 B00FZJ25TU B005BSOVRY
ATLEG7PEZQJPF	B001EO4DAO B0002IP5D2 B000ZLX2TU B014PHJBK8 B00NMWQ8CC B0002IZLNQ B00PMDPRJ4
ANHPZST376WAK	B00CGFSP2W B00AW7FTL6 B001R2OSIU B00IT7JRVO B00EW5I30I B01CR68YKM
A17EP8IOZJPPBN	B0073XCZ3C B000XPNU68 B005FKF1PY B000XPNU68 B00R6OT6GW
A84MPHQBR99JO	B00MOIRIJM B00534397O B0002EK5Z4 B0019ZHDD2 B0015MCGG8 B0079GPEY0 B0015MCGG8 B00724ZBT2 B0007XE8YO
A1OP4AYDZY0FWY	B000FFWZKI B014GRA4OY B00KVEIY4E B00WQUYLIY B01F0NXDPK B000E0PPG0 B000KW2YEI
A1PJJS65RA1TPU	B003MB7156 B0070Z7W1S B001EL9DL6 B0006NMQLW B003R6WZ5C B000W348OO B000W348OO
AGZ25ZVBRA9I3	B00KWOX57O B00T48X2DG B01G3DJLC0 B00FC2KREK B0065KNZZ6 B00BQO7TUI B00WA7VKEG
ATF33AG34IA6U	B002G7VEO6 B000EEHL5Y B01B7N8P5A B006AZRMLY B000F3FQOW
ABZXGTZF2O45A	B00C3BRHOG B003ML6LW0 B00646MZHK B0033PSGSW B0002E1O3G B01AFHSS92 B01CSAATY6 B01FF4LGWQ B000PR3JEM B00GROJWAW
A5X5EGH95H0OQ	B00F0W9PAO B0002E1FWG B0030YAZFI B0002D0DCA B000BY31GK B000KHPJD6 B000K66A6C B0002E5266 B0007P3528 B000A1BMLA B00L5QGY8K
A2NYLKS14D7YP9	B00ADHKKZK B00BU9KCXK B007YWHIP2 B00IOSJ72M B00AXE52KG B00CE20FN4 B000W00X1Y B000W00X1Y B0002M72JS B00CO0ME08 B00J49MFHY B0009G009G B011YKV7EC B0002HLL8Q B0002E1NWI B0002E1NNC B00S2VVTF4 B0002D0JR4
A2E2NTBD1J3UHZ	B0030YAZLC B004CTKJRO B001FB63HC B0002F7524 B000FMDIXY
AAS9WWKA3Q9XX	B0002E2OTE B0002E2OTE B00BIBBKJA B0002F741Q B00HFP2R3G B0002E2OTE
A2O7P0578BBFBB	B003AM914G B009DER0MA B005FLZ7D4 B001QWBM62 B00AED7TZM B004J27QXY B00JQMUG16 B0002E1J3Q B0002GO8QY B009QU3MKK B00NCWCTBG B00DW5NB4W B01D12GO2G B0002GL7ZO B01BNTYSKO
A28TQR8MUN4E0D	B000RLBYZW B000RYPN38 B000RY68PA B00E8TQ3ZA B00I362NXU B00IJ23YS6 B0002D0E9M B00ACFAULC B00FC2KREK B01E18Z5FG
AHWHAUJILZCG7	B000FK8HV4 B00ACGMOA6 B000WS1QC6 B000WS1QC6 B00DY1F2CS B00J3YYSUW
A6WIDO460D5E0	B00HH4NO96 B00OH592RG B00973N9NQ B00P2QJI0U B00OH590ZU B00TUMK0CM B0029NG4P6 B00EUIKLSO
A1V13VWTEAPRO5	B0002D0E9M B003XDQXGQ B000TGSM6E B0002DV7U2 B0002D01JK
A33CXHEHIY9W8P	B0006IQNBG B00113O038 B000KITQK2 B000ZJWHWA B003Y3ASW0 B000OR4WH6 B01B23BA98
ASCRQIJLOX5EZ	B0002E55FO B0002DXGUQ B0002E55FO B00BN1RFGW B0002E54FK
A31GQ2U36G30IG	B0007Y09VO B0002H0A3S B0077R2FLQ B0020M8FDU B0006ZSTZM B0033PSGSW B0002GU1L0 B0002H03YY B0002H05BA B0002E3CK4 B0006LOBA8 B0002E3CK4 B0006LOBA8 B0002H03YY B0002H05BA B00BJ6MWBO B0002GZV9M B00EQ25FWQ B000LAPVGM B0006IQNDE B000CCIVCA B0002E1J3Q B0077DLO58 B00J5OK57U B00TV90MT0 B0002H0A3S B0007Y09VO B00EQ25OHC B0006LOBA8 B0002E3CK4 B0002H05BA B0002H03YY B0085545YO B00OO19ZGG B00CE1ZQ4S B019JD0YSQ B01FDHBNGE B003HGFRO8
A1IPQ0XHJE45OL	B01252MMPG B00YB6PUU4 B00EEZ3N74 B000CCXLTS B00CE1ZQ4S B003HGFRO8 B0002F6PKW B00LU8K790
AU7P5EER3RE7V	B0063M1VA2 B003MLFCMA B000068O35 B000KUCQXY B000K67VG0 B000068O35 B0057RXGBQ B0002IZLNQ
A2R0SQDYPXTXZU	B0002F7LWI B0052VE89G B0052VE89G B0002E5680 B0012I8F60 B0012I8F60 B004D15AKM B00EU7DXSA B00FVSM2HA B00FVT41YG
A34G20PPMWI8W4	B0007GGUGA B00HTOER2C B0002CZVWI B0002CZSJO B0002LD2WK
AAYF2UUJ2JC03	B00646MZHK B0050JNS28 B005FKF1PY B003AM913M B004Z8VQ2O B0037M62KA B00KDE3U5K
A2R10ZTSD3GDX9	B0002D0IKC B013K7ZZ90 B00NBAB5VY B0098SW1NO B003H8MXQQ
AQRTK3XYBR89V	B004J9AKMQ B010W6W8OW B00KYDVIHM B004K9RT8I B001R2RA4E B000H2D814 B00NEHZ074
A2KFPQX8HI1IDU	B000PO30QM B0002E1NNC B00J4TBMVO B0002E1NWI B00RMCTTLA B019O1PX84
A368VLNF6KUIZA	B003CGA2LG B000FJ1NWA B00DGVXFZW B0002I9MPO B0002F5F9O B007S7GGX8 B00D48WNPA
A22MB6FHAOGYH5	B004BR20OM B00PTCPEXM B00CFK3MNU B009AS1FLG B007DJ4NN6 B00IWU4BF0
A2U2QMLTNTNNN2	B00FK9CJCS B000Z38F4A B000Z38F4A B000788VQK B00W6SXDQW
ATJ2TD5F4O1X1	B00534397O B006ZYGUY0 B005J3EZZY B0079GPEY0 B0019ZHDD2
A3PPY2PBHPJ59Z	B0002KZIKU B0002E2SA4 B000L6GD04 B0002D0CEO B003AJVKDO B0009K9MUA B0002D02RQ B0002D02SA B00NARHNCS B00DALF966 B00O4L3F9E B001PGXJM4 B00U49CFUA B0002GIW3Y B003B01QSG
A2FZ2TGR7V8I29	B001R2PPT6 B00LHR3RSC B001IKBM62 B015ZZ9VXG B006MB9700 B00XBQ8UGG
A2VJAH6OOOXB2X	B0002E2SA4 B0019421EY B0002D01K4 B0018TIADQ B001T3YYXG
A1KGXXW07NPPD3	B001FRLWPE B0002KZITQ B0002E2GO2 B001FO7P9O B000T50RSQ B0002E2G2E B0002KZF8U B0002KZF8U
A1JM4L4Q8IM4C1	B000FFWZKI B0002H05BA B0002E3CK4 B0002H03YY B0006LOBA8
A1DSJGFGG4OHTG	B00XGXLHNC B015R4W5YC B00MO6KKSK B00KC58I02 B00MOSZ59W
A2U53XJZLPQWX2	B0002HLL8Q B0002HLL8Q B004ISK4B0 B0094MXLYW B0002E2KPC B0009G1E0K B00QUEXVO2 B00N0EPZU8 B000Y30NAA B000Y30NAA B00A6H1X3A B004TM31QK B00S7H2M1S B00IFOTSJW B0002E1G5C B001JI2KHS B001RTTCPW B00N3A1KM6 B0002GZQEM B00CE20R1O B009G4E2MS B00J3LILNK B0002D0CCG B00KAPGLQC B0002E3CHC B0002D0CA8 B00I56QQA4 B00EQ23C4Y B00NB9DHU2 B00V7YMOLG B00JEK9PQW B01GCSCMWC B00F3DVVOI B00BMIHAMU B005ETZE5S B0157AMIAC B0188QGCCC B015S95YNK B00OJQA58I B00EOYKH5Q B002026DLG B00EOYKHLK B00JM22LPE B00TUEQN62 B0002D0L4A B000LIEPDE B00BUY49HU B000EENK5O B010CBIP8U B01G34E8G8 B00DWVB9K4 B00GGMWA3G B005L2TT40 B0002E2NCM B00WW6TNXK B010HEI02S B00NF9L0IO B00JZEW4XS B00NSETNJE B00NF9KYUY B000B1FEPO B00CP3GPFE B01HCNLHJA B0002DUS8E B01E5MWHC2 B0002KZDOG B001L8KGFE B000WN4J9S B01GCDU9ZE B0027M30Z6 B000WN4J9S B00CE1ZQ4S B015IY98B4 B001L8PHUI B015FP52NY B000B6DHAS B0002KZIKU B00BRACFS2 B00GWULNQC B0002E2SA4 B00P5WMWQ8 B00CALHVIG B0002E2G2O B0002KZDIM B00A7190M6 B00WWFM4KU B000EELFI8 B00SMIQ53I B009ZX8ZJG B0098DFNY8 B01HED0HO4 B00DUFLGSC B004J953TQ B013FL56ZE B0071CO8QC B00CE1WNEO
A29D6OTBZB98GN	B0002L51QU B018EM9P74 B017PH9682 B01FQB3DD8 B00DY1F2CS B00XQFONF4
A3GU28TDVK1ZZ2	B0002H03YY B0002H05BA B0006LOBA8 B0002E3CK4 B0027M30Z6
A1G6WTZTLFP6HR	B0143H0W3U B00UBZWQ10 B019CWUX7Q B0051WAJ5S B00RYAB8WS B000KUCQXY B000J5UEGQ
A60K3A8535404	B0064BJIQ6 B0002F6RSC B0002GZWZ0 B0037MA738 B003KVKX62 B0036Z031M B0002GTZR6 B005SUS2C0 B004PFWYL4 B0002D0JZ6 B0002DUS8E B0052S3WFU B0009G1E0K B00IFOTSJW B0002D0E9M B004U2HT9Y B00186HCX8 B0002GWNNE B0002CZT0M B00G1Q444A B0007WQZGY B00L1O6404 B00NQ9519M B004M17MPY B00P3DN1YQ B0064CFBCK B0002D01KO B005FKF1PY B006AZRM78
A3INVLLQLR83MJ	B000A87OJ2 B00MK2G1UE B000XZUP6G B00OID5M3K B0002F4Y7S B0002D09MY B0002E3DC6 B0002F58SM B003YUMCKE
AX1Z5RQ1LWMM2	B000BBRZ3S B000FBQXJG B0009S5JMM B0002II6V0 B003P15MTK B00074B62A B000VJX5AM B0002CZWBI B0002DVDII B0002II6JM B001L8IKGQ B000OIQZPW
A3C0Y8G46TKDE9	B000M4Y8E8 B00HB2ZSSO B0002GMH7G B0002GMGYA B007X60AZ4
A27GZ0XGK0HTR9	B00AK7SKL4 B00NPBQITS B00GN4VP6A B00VYIEARQ B00DSJHZ7G B01C8PSVUU B019VUSW4A
A1E6ILRSSEWU4C	B00C2CQN50 B00E9EC2K4 B0055D6PTC B0007ACT9S B0002F5F9O
A719AV0OHGL93	B00J4TBMVO B00M0ESOTI B0002E1NNC B0002E1NWI B010ODHJD8
A1TAGVCAP85JED	B000KW2YEI B01190G2II B004NRVUMI B00ACFAULC B0002CZW0Y B000TZVCWG
A2D5CG8ZTA4KM1	B016PL9VMK B00NQ9519M B005CXV6PI B0002GLCRC B00WO6MTAW
ADFLBRY00Y70G	B0002H05BA B0002E3CK4 B0006LOBA8 B0002H03YY B00JN1LGTQ B00JA8QD40 B00EA1U1X6 B01FHJLE6M
A1ETUNLPWSUDDI	B00AT9IV80 B0064RFT4A B008NOF6KO B00BP96RQ6 B00H8L11ZW
A33NOHF6RPRX0Q	B00TH3YPDE B00923G9Q0 B0002KX5E6 B005SUTQJS B0002D014K B00OPA73GK
A2HAC1EBM1HPQP	B0009G009G B0002KZINM B006I381VI B00C5QMVI6 B0002D0E9M B0002E2G5Q B00C9JLFUE B000CZ0R3S B000RKVH0K B0002GXF8Q B01F6XUO5Q B01B15JPCQ
A35SUR4ZZ5JW14	B0002H03YY B0002D0CC6 B0006LOBA8 B0002H05BA B0002E3CK4 B00F0GPTRS B0002GZV9M B01GH436CQ
A3FMD34MRUJJ3I	B00F20MIC6 B0002E390C B00074IITO B0002GLCRC B000EEK4VM B0049O69CQ
AT54Q2ERA4PBR	B0007IQUWM B00172UVG8 B009XI4Y0M B00172UVG8 B004Z17008
A3GBB5BXHBS3G4	B0036B8A34 B002EWV8IU B001383XS4 B005LYUTWY B001383XS4 B01AT2AT6S
A1AKPM228LSX8C	B00BHCMFXU B0016ML1C2 B0016ML1C2 B000KIRT6A B00QHO7T7K B004B4S6HA B004KE2D84 B005T800V2
A24OS2183NJS2K	B00NKGAJYS B0041T4DK4 B0002E1G5C B00EKPMRWA B009MBT68U B003B0CCW0 B005FKF1PY B00O4L3F9E B00C2DJT46
A3K96R872MUM3D	B000PO30QM B0002E2KPC B0037MA738 B001PGXHXA B0002CZUTW B0002D01K4
A4AMKOLHJFGDN	B00BIP88O6 B0013NDBS6 B0013NDBS6 B0002D017M B00QRIU64O B019OO4IY6
A6WHUZTO7V1DD	B009DRUOSE B007AGRV3G B00FNEB9XU B0002FO8BK B0002F5E72 B00IKDBTWC
ALPD579E5QZ47	B000CZ0RK6 B010ODTFPI B000BW8WGG B013FYP6LA B000XPRT4M
A2BDRZGE771NPI	B005LLO0ZO B001RNHDF4 B005OZE9SA B00105V5MQ B00105V5MQ
A39NMWRJAFWMCQ	B0007GGUGA B0073XCXHA B000T4SI1K B000T4SI1K B0002E2SA4 B00DKAQGTG B019JD0YSQ B0002NIRIC
A2WT46GVYE1ZDD	B004WNR01I B0006IQNCK B0006NDF8A B001NTX914 B000BNR8BU B01F543PAW B0073XH03M B000WBP3QI B00LRDPNSI B00LRE0V5M B00LAQX4LU B00FBRUSAE
A21C4R992OCPCP	B008RDUOVM B000J5UEGQ B0071CNYFS B006FYJ2V8 B005SUSXGA
A17WXORH9NPQP	B000VJZOLK B000VJZOLK B00CTASJRA B00LGWVNX4 B005ODB4QW B00NAU1N0I B01BHPZQ1O
A13QBSSI2CF720	B0002GZM00 B005OZE9SA B00646MZHK B001124J1M B01COK0NIW B00VVK275Y
A3QPS1Z87HETMK	B00186HCX8 B0002H0A3S B0002D0CEO B0007Y09VO B0037MA738 B005VLR6XC B0002GL7ZO B0002E1G5C B0002E2KPC B0002H05BA B0002H03YY B015S95YNK B00TUDN41U B0002E3CK4 B0006LOBA8
A1L4QLH6UZM1ZZ	B00GX13JA8 B000XPPR2S B000XPPR2S B00O2PDIBC B017C1K3Q0 B001KEKIDY
A29B7XB1L2RVCO	B0002IHFVM B00004Y2V2 B0002F7IIK B000BQTCDO B0002GXYVO B004QXFQO2 B0002CZWXQ B00MN92UT0 B007ZXWQ8E
A3R59UX9CDYHEU	B0006LOBA8 B0002H03YY B0002E3CK4 B0002H05BA B00740B4RC B0002H05BA B0006LOBA8 B0002H03YY B0002E3CK4 B015HG7HMA
ADAUSZW1QB5I8	B00L5R5W2I B00CINUOQ2 B0002CZSJO B0002CZVWI B00EZFDIO6
A2UA18GMA6TCIF	B000XPO3EG B00GXNIF6Y B0092V7EJ8 B0002DV6TO B00X9O7ZM0
A3DSPTS08DD79W	B0006LXW9E B00F0W9PAO B00BIBBJ46 B0030YAZFI B000K66A6C B0002X6GU8
A1BHHYCGFSPFJD	B000BH437S B00RCA4868 B0002OOMU8 B015HG7HMA B000EEJ8IM B001FSZR4U B0002E3DNK
A1RGNMC8ZMHYS3	B00XKVPHDQ B00FDU4XS2 B00IOSJ72M B012VQ5A7S B00CE1WO48 B0002E1UDK B01E5MWHC2 B00YXKXUAA B004V9GOMY B0112GNCBY B00L75HFOQ
A6PYV79RZTZN1	B001LNN322 B0002H07FY B000EEHAN2 B0002E1P5S B00S3BF1F2 B00S3BF1F2
A2ROR4Z726MU0K	B000PHPJMM B0002GZM00 B002UAF1PW B002UAF1PW B002UAF1PW B002UAF1PW B00HB2ZVWM B00DY0EQQC B001PGXKC8 B00HB2ZVRC B0002H0B9G B0002E3CK4 B0002H05BA B0002H03YY B0006LOBA8 B00RCHA040 B002UAF1PW B00E5OJOU4 B0002E3CK4 B0002E3CK4 B0002H05BA B0002H05BA B0006IQLHM B0002H03YY B0002H03YY B0006LOBA8 B0006LOBA8 B0009FC93M
ACP5TPWWJXT01	B017LBMJOU B00NEUT4WS B01CPZ4TZ4 B00QC0S4X2 B00NAU1N0I B00QA63438 B003SZLJ40 B00FPXDRQQ B01C2T8HDI B00OC7NFFY B01F5X1SPW B00L2MQMQ6
A2M91DZ9J9AG3O	B0002JL3AA B000XPO0IU B002IJK0HY B0002D0D1G B0002D05RS B00H818Q9Q B000XPO0IU B000OE2G54 B00NVPSXGE B001KMTX00 B004NNVPDG B00N4Z1V4C B016UIGGXK B0006NDF8A
A6DCSP36V3NQ1	B00BCA4DVY B00367069Y B004XJ8G5A B000GASJFC B00D8G6B7E B002PFCUMY B000K66AN0 B00AEYW474 B00AEYZCNM B00E6ML9EO B00DUUGXXK B00HK4KIRY B00AEYWT1K B00B523X8I B0012JIRQ2 B00B5249Q8 B00COUCBTC B00IX04FDW B00EURV8U0 B00NAKPYQW B00IOZZOZY B00P63ZY2U B00KSN1QSY B00NTAJJA0 B00NJ9N8LC B00KHABVX8
A20T3L9VLKGCAL	B0006UGEQS B0002CZYUM B0002BACAK B00005ML71 B003Y569DA B005EHILV4 B005OEM43S B0002E1G5C B0002H0JZ2 B0002BG4I4 B00TIHWIHO B01EXY1YV2 B011N2VC64
A1XAYRQAZNADGX	B019O3BSX6 B012BJW9NI B01C8R6K5G B01C9F85S2 B01H31ITWE B0002F4ZMC
A2L5E194DQGHYZ	B00BU9KCXK B000ZQAE7I B0002IHFVM B000ZQAE7I B00DD5WWQE B0002F79KW B0002CZVWI B0002CZSJO B00064TZYW
ANUCNWFMAE9SY	B0002E366Y B001FA9WW6 B0002D0H9O B0002F4ZMC B0002D0E8I B00EINH8D2 B0002PYXA6 B01ELETH4A
A3FVO0UFMXDV02	B0054IKKXA B01CQJNTAK B01CDTRKLM B01DEVT3IQ B01G1P5UJS
A312UR5AQ528MG	B00CDA0IUC B00FC2KREK B0002E1G5C B018K300EO B0006NDF76
A2ANBQNCPD8LO0	B00DYAIOYW B01G3SUTDU B0002IHFVM B01GG0YR60 B00XQCYRPI B00XQE2I8O B000TGSM6E B006JCF0E4 B00BHK2UHI
A3A34MMFV4G5JR	B004MQSV04 B000OE2G54 B001ED9B6G B000S91BI8 B0063R6YIG
A263G5WS7JFRY1	B0002D0208 B0002GFQ2O B001L5U0Y4 B00181UZ3M B005A09I7Q B004Z17008 B00169KU7C B00169KU7C B007BYZ6C0 B00BR1IX8W B0002D0PO6 B0002F5D1E B0002E2M00 B00H05ZVZ2
AEUGATBBZQ8UK	B00EIMZG46 B000A6AEVO B0010SR8G0 B0010SR8G0 B0091VGEEU B00GYGRTT4
A3G3NURPWP9B7E	B0053TLPKC B00529RAL6 B00529RA2U B0050J9ZGG B00LW8VLRU B00XQEA1FG
A2YPF6OL3C9SHX	B000OR88JE B0002H0A3S B007IHYBV2 B0007Y09VO B00M9CUJ6W
A3M05STDZW3XX8	B017OPQG2O B00KHABVX8 B01422FJ34 B00WRQ5RVC B0145X9SFK B019XM3XH2
A1MNUDGU15I4D9	B001PGXHXA B00GTVF6VC B00IFOTSJW B0002DUS16 B0002D0CGM B00GWBBQ8Q
A3DPWY9G4ZA3V1	B00VTI0LS8 B00WU6H2GM B00AFCM7RM B0002CZVHI B001RNHDF4 B00EIMZG46 B000U0DU34 B0002GZ052 B00E58SW3U B0002D0IU2 B00HEQ6J0I B00E1LFS74 B0042GBDLI B00646MZHK B0002GX6V2
A7KPIQEHITHN3	B00EU7D8RG B01C9TBDLO B000VY8INQ B0002D0CYE B00S20MULC
A2ABPFGLDYJ6QZ	B007DJ4NN6 B0002CZW0Y B00A757A4C B0007NQH98 B00FYQFPFU
